village_id,village_name,district,state,latitude,longitude,area_sq_km,avg_solar_irradiance_kwh_m2_day,annual_sun_hours,seasonal_solar_variation_percent,avg_temperature_c,rainfall_mm_year,cloud_cover_percent,population,households,estimated_annual_electricity_demand_kwh,agricultural_demand_kwh,public_facility_demand_kwh,grid_connected,grid_reliability_percent,avg_daily_power_hours,outage_hours_month,distance_to_grid_km,existing_solar_capacity_kw,existing_solar_project,solar_pumps_count,existing_solar_generation_kwh_year,recommended_capacity_kw,installation_cost_inr,maintenance_cost_inr_year,panel_efficiency_percent,system_efficiency_percent,expected_annual_generation_kwh,electricity_value_inr_kwh,degradation_rate_percent,project_lifetime_years,priority_score
V23687,Village_3687,District_2,Maharashtra,30.823596,89.921772,28.03,4.42,2517.0,12.16,28.75,1049.0,37.97,1424,303,510492.0,119880.0,24831.0,False,0.0,8.91,207.27,30.98,124.32,False,8,192763.0,335.15,17353050.0,184370.0,17.0,84.53,388494.0,6.32,0.61,25,50.25
V23688,Village_3688,District_2,Bihar,24.916308,75.396131,5.23,4.86,2241.0,5.17,28.11,1756.0,23.63,25640,6006,14521735.0,6693538.0,1317918.0,True,86.32,12.51,59.52,2.63,3.99,False,19,6686.0,1000.0,62634742.0,1608744.0,20.09,79.96,1424793.0,7.08,0.63,21,53.83
V23689,Village_3689,District_21,Karnataka,26.608351,70.554573,45.58,5.39,2693.0,23.13,20.28,1265.0,18.08,26838,7239,11810984.0,3873779.0,899020.0,True,97.33,10.35,15.11,0.34,23.76,False,8,40518.0,1000.0,60721848.0,1970736.0,22.39,91.28,2010395.0,6.77,0.42,24,56.74
V23690,Village_3690,District_22,Andhra Pradesh,12.90696,79.829173,11.36,5.68,2436.0,17.74,25.9,693.0,19.79,44550,9270,28613477.0,13883519.0,2058512.0,True,83.69,22.23,25.56,13.56,4.29,False,15,6452.0,1000.0,70136044.0,2783525.0,23.64,83.09,2036139.0,8.76,0.5,24,64.63
V23691,Village_3691,District_10,Bihar,22.402316,80.891406,16.79,5.13,3181.0,11.71,25.45,1009.0,57.39,28385,8041,14903721.0,7110562.0,1623113.0,True,75.36,18.54,14.17,2.91,113.93,False,10,150569.0,1000.0,52137208.0,1501251.0,19.58,79.43,1456054.0,8.33,0.8,20,59.76
V23692,Village_3692,District_25,Bihar,33.761649,74.965292,23.4,5.46,2314.0,24.89,18.8,1329.0,34.19,2725,639,1095358.0,364563.0,68129.0,True,78.74,13.3,34.04,13.74,92.08,False,14,134389.0,673.19,34738557.0,649125.0,17.05,76.89,879402.0,5.48,0.89,22,51.06
V23693,Village_3693,District_22,Rajasthan,20.086457,80.669121,47.69,5.27,3022.0,21.38,23.78,1250.0,51.59,17325,4524,7440201.0,1291991.0,657695.0,True,93.15,23.49,30.9,12.79,60.36,False,14,91770.0,1000.0,71110836.0,1395267.0,18.45,91.06,1615837.0,6.79,0.94,22,54.52
V23694,Village_3694,District_11,Gujarat,15.396688,91.236491,38.16,5.45,3194.0,14.03,20.82,243.0,38.14,35684,7178,17362635.0,4467765.0,975947.0,True,94.54,9.58,53.2,2.6,38.0,False,13,49427.0,1000.0,53492213.0,1842945.0,22.61,79.52,1788283.0,7.11,0.9,20,58.91
V23695,Village_3695,District_5,Gujarat,33.350692,71.846312,16.95,5.82,3077.0,16.73,33.93,242.0,25.96,14512,3594,5306345.0,1764639.0,209762.0,False,0.0,9.02,190.64,24.5,55.98,False,1,89957.0,1000.0,63831305.0,2242764.0,22.67,83.39,2007943.0,6.81,0.81,22,82.98
V23696,Village_3696,District_1,Madhya Pradesh,23.592543,69.86652,52.74,5.8,2394.0,26.76,29.25,764.0,59.66,28933,6944,11494579.0,2300474.0,625216.0,True,90.47,9.66,74.17,4.36,149.39,True,12,209053.0,1000.0,61963000.0,982121.0,21.48,75.05,1706380.0,6.25,0.46,25,61.56
V23697,Village_3697,District_8,Rajasthan,23.433959,91.720635,10.41,5.97,3044.0,6.72,26.67,1433.0,52.93,11510,2402,4147778.0,804665.0,317260.0,False,0.0,8.22,148.91,6.14,23.19,False,12,35225.0,1000.0,72482222.0,961010.0,22.02,78.07,1873004.0,6.7,0.46,21,83.73
V23698,Village_3698,District_22,Tamil Nadu,26.010448,68.098631,3.22,5.17,2352.0,26.74,33.47,473.0,40.97,26609,5713,8814136.0,2441528.0,942545.0,True,68.38,10.01,11.05,11.66,142.66,False,9,226057.0,1000.0,54280776.0,1501927.0,18.11,87.15,1489153.0,8.81,0.55,21,61.26
V23699,Village_3699,District_20,Telangana,33.336887,82.306043,11.18,4.58,2583.0,12.84,26.79,729.0,18.74,31847,6695,15994605.0,4337536.0,1388426.0,True,71.47,19.44,69.86,0.72,6.44,False,13,10292.0,1000.0,73089050.0,1461514.0,19.04,78.81,1254228.0,5.52,0.46,22,54.8
V23700,Village_3700,District_20,Andhra Pradesh,20.349118,75.123653,44.65,5.35,2406.0,7.46,20.24,1264.0,25.47,37186,7674,16441689.0,8032423.0,1828410.0,False,0.0,7.93,199.65,3.39,41.58,False,6,50227.0,1000.0,53482504.0,2036129.0,23.32,79.08,1800578.0,4.56,0.5,22,80.87
V23701,Village_3701,District_10,Maharashtra,29.233772,86.558733,56.62,6.15,2624.0,28.86,22.73,1499.0,58.96,43975,8065,14619062.0,7798515.0,1686253.0,True,83.19,20.9,60.88,5.63,105.44,False,14,183590.0,1000.0,69781919.0,871827.0,20.23,85.91,1950642.0,4.51,0.74,23,67.57
V23702,Village_3702,District_23,Maharashtra,30.927254,83.117362,22.76,4.77,2970.0,10.0,30.23,1195.0,28.56,2925,693,1397351.0,639283.0,91315.0,False,0.0,7.14,214.22,21.24,104.52,False,19,151738.0,1000.0,56582027.0,1550292.0,22.6,77.58,1526298.0,6.88,0.41,24,65.29
V23703,Village_3703,District_3,Rajasthan,34.101173,76.681832,14.0,5.39,2321.0,32.24,27.24,1149.0,15.98,43190,10738,20414159.0,5138561.0,1360497.0,True,95.18,20.0,15.23,14.98,117.34,False,8,184865.0,1000.0,55953303.0,888706.0,17.69,76.77,1335891.0,5.19,0.49,23,57.38
V23704,Village_3704,District_5,Andhra Pradesh,28.301595,72.49515,52.89,4.68,3059.0,23.46,18.31,1725.0,15.35,31145,5881,20254958.0,7791770.0,719261.0,True,71.68,20.91,68.84,3.08,78.19,False,1,135141.0,1000.0,48654320.0,1277857.0,20.63,75.86,1336659.0,7.14,0.51,25,56.41
V23705,Village_3705,District_15,Bihar,19.970623,88.411037,27.96,5.2,2956.0,12.59,20.4,915.0,57.42,10715,2297,6974642.0,1509553.0,326179.0,True,65.91,17.86,50.05,2.83,53.48,False,18,69627.0,1000.0,69704611.0,1994798.0,23.45,86.82,1932097.0,6.56,0.7,21,59.74
V23706,Village_3706,District_18,Gujarat,26.795372,91.241718,33.97,5.09,2987.0,16.06,22.79,1149.0,49.08,8242,1525,2881151.0,919816.0,175319.0,False,0.0,8.55,61.47,13.74,50.01,True,1,82491.0,1000.0,52173261.0,1577706.0,20.55,82.96,1583657.0,8.17,0.68,24,74.46
V23707,Village_3707,District_21,Gujarat,14.407287,94.655852,36.39,4.97,2789.0,17.75,18.79,1589.0,59.91,25541,5396,9649534.0,2214504.0,1058611.0,True,95.1,12.98,40.15,13.89,11.88,False,1,14575.0,1000.0,59873075.0,2017929.0,18.33,81.84,1360653.0,5.41,0.83,25,52.25
V23708,Village_3708,District_12,Telangana,21.698053,90.508526,47.44,4.77,2710.0,27.11,21.86,269.0,14.52,43992,12162,18721944.0,7195216.0,2239592.0,True,98.05,17.7,11.48,12.8,101.47,False,13,177948.0,1000.0,74241145.0,2552004.0,19.46,90.31,1529889.0,6.08,0.92,25,50.78
V23709,Village_3709,District_4,Madhya Pradesh,28.418254,75.324361,19.12,4.57,3029.0,14.99,24.03,581.0,16.71,17609,3235,11309337.0,2762790.0,520674.0,True,77.86,19.61,35.34,5.61,119.32,False,16,210889.0,1000.0,61524735.0,2347518.0,22.33,88.49,1648018.0,6.75,0.45,22,51.73
V23710,Village_3710,District_2,Gujarat,16.496856,79.204602,43.65,5.02,3258.0,15.6,22.49,357.0,28.67,31063,6407,19071496.0,3715657.0,2116592.0,False,0.0,2.64,63.38,18.35,51.76,False,1,82037.0,1000.0,59821782.0,1619888.0,19.26,87.52,1544295.0,7.42,0.64,25,77.6
V23711,Village_3711,District_27,Rajasthan,11.304034,81.396259,12.68,4.82,2758.0,7.14,30.83,1147.0,45.97,25891,5886,15276798.0,7221210.0,602994.0,False,0.0,9.36,207.73,13.77,109.94,False,7,182678.0,1000.0,63830274.0,815297.0,17.54,79.98,1234016.0,7.32,0.97,21,74.48
V23712,Village_3712,District_20,Karnataka,32.313153,72.613054,55.44,5.4,2292.0,20.67,33.61,1505.0,57.06,31161,8333,18712627.0,8601365.0,1148364.0,True,79.72,23.65,39.27,9.98,139.14,False,2,197671.0,1000.0,54571306.0,2117509.0,20.05,91.07,1799477.0,5.08,0.56,23,60.82
V23713,Village_3713,District_8,Karnataka,29.210444,69.988626,53.91,5.58,2833.0,16.32,23.5,999.0,33.74,29828,7816,15727573.0,7944470.0,1193189.0,True,70.78,22.27,7.52,10.58,100.91,False,15,143160.0,1000.0,57780797.0,1439004.0,19.79,90.06,1814992.0,5.35,0.62,23,64.74
V23714,Village_3714,District_16,Bihar,14.89062,94.123633,38.6,4.34,2878.0,33.73,29.23,648.0,29.6,892,180,544156.0,252221.0,17203.0,True,66.33,22.4,48.3,0.91,77.47,True,0,115775.0,422.89,28471163.0,895899.0,20.86,90.28,630792.0,7.49,0.5,20,37.65
V23715,Village_3715,District_29,Bihar,25.163132,83.170681,28.34,5.07,2612.0,26.84,27.03,983.0,40.03,42074,7821,19994094.0,6444976.0,1531480.0,True,97.87,8.74,32.71,10.83,70.29,False,8,101765.0,1000.0,48059731.0,835119.0,20.6,78.07,1488066.0,6.2,0.84,24,54.4
V23716,Village_3716,District_25,Madhya Pradesh,32.917099,76.213106,32.66,5.84,2674.0,8.11,24.03,1408.0,30.36,14926,4249,5123571.0,1718064.0,450721.0,True,98.4,11.86,32.27,5.58,115.26,False,10,194475.0,1000.0,46124805.0,932834.0,22.66,84.15,2032309.0,5.7,0.97,22,58.3
V23717,Village_3717,District_19,Telangana,26.993794,76.446548,40.85,4.39,3132.0,22.08,19.32,1438.0,47.65,32902,7803,18516210.0,8288980.0,1632899.0,True,90.63,9.86,19.61,9.12,21.78,False,6,28954.0,1000.0,57771013.0,618811.0,16.7,91.17,1219820.0,8.27,0.45,23,49.05
V23718,Village_3718,District_11,Tamil Nadu,19.125441,77.359599,41.11,6.31,2232.0,16.78,24.31,1197.0,20.91,11410,3032,6790705.0,2977655.0,212213.0,True,94.88,20.44,49.83,11.63,69.43,False,5,110055.0,1000.0,65501692.0,2066645.0,18.93,81.25,1771194.0,8.56,0.35,25,63.49
V23719,Village_3719,District_5,Andhra Pradesh,24.270994,86.142314,10.44,5.9,2986.0,7.5,34.91,1389.0,32.04,1582,338,806819.0,214211.0,90260.0,True,89.43,10.19,30.13,2.45,142.58,False,11,255326.0,630.98,45623629.0,887677.0,21.64,86.76,1275579.0,7.24,0.97,20,44.99
V23720,Village_3720,District_13,Bihar,15.52859,81.745671,32.32,6.36,2590.0,7.61,26.23,383.0,57.42,9441,2044,4585862.0,2185030.0,237894.0,True,87.6,21.98,5.56,5.5,4.68,False,12,6980.0,1000.0,57781251.0,2023102.0,16.47,76.15,1455739.0,6.58,0.99,23,65.16
V23721,Village_3721,District_9,Rajasthan,19.706695,68.114287,57.71,4.47,3161.0,27.19,29.76,839.0,24.63,24998,6551,11392063.0,3420330.0,719324.0,True,96.41,16.6,56.07,6.46,44.5,True,2,75456.0,1000.0,63888715.0,1550765.0,16.17,89.43,1179678.0,8.24,0.64,21,47.22
V23722,Village_3722,District_8,Andhra Pradesh,25.429261,91.236527,35.71,5.2,2873.0,34.15,33.45,806.0,55.15,23568,6164,8525263.0,4071256.0,531484.0,True,86.82,17.82,61.0,5.19,60.39,False,11,96947.0,1000.0,60696156.0,1558302.0,19.56,83.77,1554976.0,4.67,0.55,20,55.93
V23723,Village_3723,District_20,Andhra Pradesh,32.323593,77.097952,21.85,4.9,2552.0,14.45,31.29,443.0,49.5,21390,5227,7531052.0,2749861.0,759880.0,True,66.13,12.63,1.92,7.56,3.28,False,6,5655.0,1000.0,47577512.0,858014.0,23.09,87.51,1806927.0,8.24,0.33,23,60.27
V23724,Village_3724,District_15,Rajasthan,31.78823,73.134334,31.72,5.38,2478.0,10.6,33.95,434.0,19.59,43814,9925,24656144.0,13129895.0,1077490.0,True,84.67,16.82,28.43,3.22,41.36,True,2,64343.0,1000.0,52666215.0,924870.0,20.46,78.15,1569928.0,8.93,0.98,21,61.57
V23725,Village_3725,District_16,Rajasthan,28.046122,85.775875,1.19,4.88,2779.0,18.64,30.22,1401.0,29.88,41754,8764,23255828.0,3597670.0,2059381.0,True,79.27,12.89,50.46,5.01,3.4,False,14,5151.0,1000.0,50129432.0,571453.0,16.32,77.2,1122071.0,8.8,0.71,20,57.45
V23726,Village_3726,District_15,Maharashtra,26.678474,74.592879,54.96,4.78,2489.0,13.51,18.9,908.0,42.95,17047,4343,6816198.0,3031103.0,334888.0,False,0.0,2.2,142.81,32.76,131.28,True,5,198108.0,1000.0,45643214.0,644205.0,19.28,90.19,1516897.0,8.55,0.31,25,73.8
V23727,Village_3727,District_1,Tamil Nadu,19.405682,77.695655,33.02,5.65,2743.0,22.71,22.77,943.0,46.52,12644,2798,4609368.0,994746.0,512556.0,True,84.71,17.37,20.42,14.84,37.72,False,14,67116.0,1000.0,53751278.0,1320829.0,21.7,83.49,1868123.0,8.43,0.75,22,60.69
V23728,Village_3728,District_3,Uttar Pradesh,17.246522,72.45647,24.76,4.64,3046.0,29.05,24.05,1363.0,42.17,39989,8173,23495872.0,11655373.0,1305875.0,True,89.96,15.37,70.16,5.66,77.7,False,3,105997.0,1000.0,72384913.0,1824222.0,21.24,77.72,1397874.0,5.01,0.75,24,51.22
V23729,Village_3729,District_11,Karnataka,33.06535,93.692821,18.47,5.72,2550.0,30.41,22.78,1442.0,16.99,39325,9072,15601843.0,7585407.0,1751142.0,False,0.0,11.55,109.67,11.08,129.81,False,8,167159.0,1000.0,55849685.0,904111.0,19.91,76.69,1593929.0,5.18,0.52,22,84.25
V23730,Village_3730,District_29,Rajasthan,8.008904,73.785415,41.8,6.31,2372.0,10.2,20.71,1377.0,12.98,34203,9485,17456180.0,6038179.0,1066023.0,True,84.44,18.42,1.43,9.29,147.87,False,8,258030.0,1000.0,46844687.0,1247745.0,23.51,81.47,2205680.0,6.7,0.4,24,69.87
V23731,Village_3731,District_26,Maharashtra,15.38357,83.670336,1.48,5.53,2291.0,24.6,29.97,1145.0,43.62,32735,6729,19216969.0,8527235.0,1196009.0,True,87.3,13.08,40.76,4.29,82.22,False,8,128101.0,1000.0,46770229.0,1575938.0,18.6,77.84,1461180.0,4.54,0.81,22,60.19
V23732,Village_3732,District_25,Gujarat,18.47053,75.923248,18.06,5.44,3088.0,19.33,29.8,1275.0,29.24,15552,3313,8708792.0,1743956.0,747635.0,True,71.18,23.81,9.95,12.28,142.88,False,17,235954.0,1000.0,70090933.0,2795935.0,19.24,85.8,1638906.0,4.8,0.56,24,60.4
V23733,Village_3733,District_29,Karnataka,20.866022,76.681504,53.51,6.03,2959.0,33.58,23.06,1170.0,58.8,13685,3691,7032858.0,3411627.0,660350.0,True,80.48,13.3,40.11,1.91,93.38,False,1,154793.0,1000.0,68424217.0,1000675.0,18.74,83.1,1713763.0,4.65,0.32,23,63.6
V23734,Village_3734,District_26,Uttar Pradesh,16.015152,94.64344,15.21,5.01,2947.0,30.28,29.9,130.0,51.26,20085,4281,10566386.0,5648375.0,834572.0,True,73.08,14.21,20.01,0.27,50.76,False,11,82756.0,1000.0,47449300.0,1330871.0,21.42,86.19,1688017.0,8.92,0.68,20,59.18
V23735,Village_3735,District_26,Andhra Pradesh,27.212567,94.230491,45.76,4.92,3214.0,23.64,26.86,704.0,51.5,907,165,390710.0,83011.0,32224.0,True,74.31,9.67,22.95,10.0,64.72,False,3,104984.0,254.34,18833881.0,223917.0,18.56,78.84,334170.0,5.5,0.84,21,38.62
V23736,Village_3736,District_15,Bihar,15.630017,87.276715,33.86,4.8,2490.0,13.49,34.33,1056.0,14.36,9191,1839,4986211.0,1263412.0,303844.0,True,97.61,8.43,52.87,4.92,58.91,True,14,94139.0,1000.0,63488510.0,1446501.0,17.19,89.48,1347429.0,5.36,0.74,24,46.63
V23737,Village_3737,District_5,Madhya Pradesh,31.643948,79.664637,26.9,6.03,2899.0,8.92,34.61,1215.0,11.41,36124,9281,16940271.0,8442135.0,1101262.0,True,73.72,11.92,44.53,4.1,98.54,True,18,146620.0,1000.0,53558934.0,1494889.0,20.16,76.13,1688988.0,5.39,0.45,23,68.82
V23738,Village_3738,District_12,Madhya Pradesh,34.73332,84.433278,13.71,6.06,2720.0,6.43,21.96,825.0,31.84,42926,7838,19355717.0,9783446.0,2310619.0,True,72.35,13.88,64.59,3.54,101.43,False,16,135464.0,1000.0,50077140.0,1631543.0,16.58,88.32,1619493.0,8.52,0.96,20,70.97
V23739,Village_3739,District_9,Bihar,27.995845,79.464007,5.88,4.58,2326.0,17.91,22.13,866.0,52.84,11117,2639,4287464.0,1635272.0,192769.0,True,66.52,14.84,73.21,9.13,113.45,True,12,195232.0,1000.0,62077183.0,1261264.0,19.27,77.76,1252467.0,8.9,0.68,24,52.53
V23740,Village_3740,District_22,Rajasthan,14.39425,84.3583,57.18,6.1,2277.0,33.94,33.99,341.0,27.24,17021,3768,6405584.0,2827404.0,669598.0,True,72.57,14.31,58.97,11.81,144.18,False,15,176792.0,1000.0,62761074.0,1016527.0,23.58,84.03,2205824.0,8.07,0.6,21,68.27
V23741,Village_3741,District_16,Bihar,30.807741,90.979373,14.2,5.8,2959.0,34.41,24.85,130.0,19.35,18174,4021,7261827.0,2418455.0,299302.0,True,81.28,8.97,49.41,3.8,132.51,False,2,227939.0,1000.0,58687195.0,1351006.0,17.69,86.66,1622697.0,8.99,0.41,24,62.91
V23742,Village_3742,District_30,Rajasthan,16.772994,94.52874,3.6,5.05,3161.0,26.39,22.37,1745.0,51.73,17276,3527,6148938.0,975519.0,268914.0,True,99.48,21.14,4.17,4.19,6.59,False,19,9997.0,1000.0,73282841.0,1386053.0,20.47,83.46,1574528.0,8.8,0.76,23,51.55
V23743,Village_3743,District_9,Bihar,28.972579,94.274081,40.0,4.52,3252.0,33.75,24.87,175.0,56.78,29945,5564,16245228.0,4725120.0,1144723.0,True,91.6,23.76,45.33,2.0,143.2,False,8,218677.0,1000.0,59395996.0,1402257.0,17.2,79.81,1132367.0,5.31,0.88,23,48.64
V23744,Village_3744,District_23,Andhra Pradesh,20.157204,92.860925,41.44,5.21,3160.0,23.61,20.45,421.0,39.62,28914,7115,17409827.0,8041603.0,1434019.0,False,0.0,7.68,217.53,29.72,105.56,False,14,133410.0,1000.0,62932692.0,924321.0,16.75,90.27,1437669.0,8.14,0.83,21,79.07
V23745,Village_3745,District_6,Uttar Pradesh,21.808948,83.678185,1.73,5.78,2404.0,18.56,27.89,1736.0,16.02,18619,3959,8146292.0,4308827.0,511475.0,True,80.1,15.19,76.31,7.79,8.31,True,14,13902.0,1000.0,63187920.0,729450.0,23.31,86.34,2122976.0,8.12,0.76,23,64.39
V23746,Village_3746,District_3,Maharashtra,16.125784,77.493616,24.06,5.56,2767.0,33.46,23.83,370.0,23.51,41065,10521,16823280.0,8125854.0,996178.0,True,69.64,23.47,60.49,3.08,39.04,False,2,53473.0,1000.0,71951651.0,2670231.0,16.01,78.55,1276072.0,4.85,0.82,21,65.07
V23747,Village_3747,District_21,Maharashtra,34.530211,75.411006,19.39,6.34,2617.0,16.09,29.49,1054.0,17.17,40072,8564,24757503.0,10138359.0,2607735.0,True,83.89,13.95,69.6,3.13,43.75,True,14,68021.0,1000.0,57171898.0,1086042.0,17.04,77.94,1536675.0,5.05,0.92,25,69.39
V23748,Village_3748,District_25,Gujarat,8.818101,80.706051,57.42,5.05,2540.0,28.52,30.91,489.0,46.84,21848,4150,12684653.0,3793024.0,451255.0,True,93.31,14.24,43.56,5.8,23.91,True,17,37035.0,1000.0,66030028.0,845438.0,22.85,79.06,1664935.0,6.89,0.61,25,53.53
V23749,Village_3749,District_25,Bihar,17.768016,81.968894,37.16,5.68,2670.0,16.07,23.84,709.0,41.41,11044,2220,5812122.0,3165862.0,629808.0,False,0.0,8.59,93.74,22.06,60.48,False,13,105487.0,1000.0,62683411.0,2090424.0,22.04,91.89,2099380.0,7.83,0.34,24,81.35
V23750,Village_3750,District_14,Madhya Pradesh,26.577019,70.483864,41.46,4.83,2924.0,29.81,23.65,847.0,47.7,7532,1698,4375506.0,1661361.0,307289.0,True,72.45,12.53,6.95,2.72,114.67,False,16,152704.0,1000.0,45701167.0,1783114.0,19.49,78.88,1355154.0,5.19,0.66,20,52.49
V23751,Village_3751,District_15,Uttar Pradesh,34.530857,93.579085,26.86,4.33,2374.0,29.02,27.64,107.0,18.19,10793,2839,5201916.0,1128300.0,604143.0,True,90.66,8.09,66.57,12.41,10.98,False,0,15191.0,1000.0,50136244.0,1478199.0,16.68,88.95,1172446.0,5.38,0.7,22,44.99
V23752,Village_3752,District_1,Madhya Pradesh,13.080372,80.604951,54.35,5.33,2214.0,26.2,28.34,1010.0,46.39,9295,1779,3067859.0,1396133.0,256916.0,False,0.0,7.71,171.92,2.24,41.91,False,10,56451.0,1000.0,48144909.0,988455.0,16.3,81.44,1291265.0,6.44,0.55,20,76.71
V23753,Village_3753,District_3,Maharashtra,34.251628,69.029148,56.38,5.7,3161.0,18.23,23.71,317.0,29.48,37512,9270,20920360.0,10477297.0,2443454.0,True,79.59,10.6,43.2,7.02,145.94,False,3,247245.0,1000.0,52113819.0,1933606.0,17.94,75.24,1404135.0,7.48,0.51,23,64.49
V23754,Village_3754,District_8,Bihar,24.236379,96.418172,53.46,5.47,2989.0,11.06,25.69,289.0,34.7,33736,7101,14074547.0,3619528.0,893236.0,True,95.29,20.81,20.27,10.27,17.94,True,13,29149.0,1000.0,58657138.0,964389.0,16.77,85.05,1423828.0,8.93,0.81,22,58.62
V23755,Village_3755,District_29,Madhya Pradesh,24.577412,85.190733,36.22,5.1,2493.0,25.95,34.53,1315.0,20.99,31497,6472,18679272.0,8861875.0,1449272.0,True,94.33,9.87,42.82,4.46,12.22,False,0,16633.0,1000.0,68531241.0,879785.0,18.37,80.88,1382876.0,8.27,0.67,20,54.71
V23756,Village_3756,District_28,Uttar Pradesh,27.599551,95.266551,9.29,5.6,2668.0,6.74,18.65,827.0,20.65,6976,1552,3939616.0,922837.0,304432.0,False,0.0,10.63,131.34,31.52,112.84,False,9,148390.0,1000.0,50161350.0,918974.0,23.0,78.52,1845691.0,4.64,0.67,21,77.84
V23757,Village_3757,District_28,Maharashtra,13.736245,80.749464,6.18,4.6,3218.0,29.54,32.66,1451.0,35.07,27167,5557,13311169.0,3106675.0,673422.0,False,0.0,5.24,52.83,31.11,62.44,True,11,110581.0,1000.0,50618055.0,936969.0,16.73,81.09,1138896.0,7.28,0.72,20,72.85
V23758,Village_3758,District_15,Tamil Nadu,22.944678,92.10492,53.42,6.26,3228.0,18.92,34.68,1302.0,21.83,2749,619,1225785.0,528191.0,68265.0,False,0.0,5.72,130.7,33.84,101.14,False,15,137003.0,740.34,38750067.0,740651.0,17.72,89.39,1339742.0,6.05,1.0,24,79.46
V23759,Village_3759,District_17,Bihar,15.521943,77.545012,21.26,5.73,3178.0,7.79,28.2,585.0,35.39,14215,3477,6452454.0,1106990.0,744585.0,False,0.0,3.06,140.98,24.04,1.68,True,7,2260.0,1000.0,64903179.0,1832919.0,20.26,86.97,1842580.0,6.57,0.58,25,82.39
V23760,Village_3760,District_23,Andhra Pradesh,10.38473,83.455772,2.39,4.61,2652.0,15.72,34.19,1634.0,17.71,27614,5224,13159859.0,3442179.0,694182.0,True,79.88,16.9,57.44,11.84,114.81,False,18,142724.0,1000.0,48767803.0,1354309.0,23.16,79.14,1542050.0,4.58,0.91,23,52.73
V23761,Village_3761,District_19,Karnataka,24.818699,77.375207,52.53,6.33,3015.0,26.36,19.19,412.0,56.77,6018,1200,2901843.0,790054.0,327690.0,True,66.59,20.24,33.14,5.0,92.28,False,8,155410.0,1000.0,51270741.0,673901.0,19.99,82.38,1902397.0,6.31,0.38,23,67.83
V23762,Village_3762,District_14,Bihar,34.253023,81.232952,33.62,4.69,2567.0,23.03,31.46,543.0,34.26,25364,6328,16510491.0,5094253.0,1963336.0,True,65.52,11.65,79.06,3.96,14.98,True,6,23233.0,1000.0,70911987.0,1677371.0,23.34,75.93,1516876.0,8.79,0.87,21,57.61
V23763,Village_3763,District_12,Andhra Pradesh,13.10261,85.217753,56.27,5.41,3105.0,17.36,25.97,1157.0,33.43,36069,7357,14748917.0,4770316.0,1131412.0,True,88.06,14.26,69.05,4.15,66.78,False,11,97022.0,1000.0,61726762.0,785259.0,18.41,75.69,1375791.0,6.05,0.58,25,59.08
V23764,Village_3764,District_1,Tamil Nadu,18.283637,75.30771,48.4,6.12,2477.0,26.85,18.48,596.0,41.61,4331,867,2156515.0,1156503.0,85966.0,False,0.0,11.0,78.73,15.13,22.31,True,8,34866.0,1000.0,69442919.0,1383129.0,20.86,85.76,1998082.0,6.67,0.93,20,82.49
V23765,Village_3765,District_8,Tamil Nadu,28.153379,71.330096,43.31,5.13,2793.0,19.28,23.61,1164.0,38.57,14417,2842,5949122.0,1288468.0,646172.0,True,76.27,15.98,68.8,8.75,119.75,False,10,204429.0,1000.0,72482339.0,1479951.0,17.03,82.32,1312503.0,5.99,0.54,22,55.7
V23766,Village_3766,District_19,Karnataka,12.443929,86.207118,6.31,5.95,2426.0,18.2,27.95,1019.0,59.09,3467,858,1486793.0,508116.0,107832.0,True,70.71,8.1,18.65,6.15,72.41,False,0,112562.0,970.45,72111800.0,1653242.0,23.18,80.95,1977349.0,8.55,0.99,24,60.94
V23767,Village_3767,District_5,Uttar Pradesh,32.601423,75.337229,38.11,4.73,2278.0,28.22,24.31,1774.0,13.74,7708,1658,4198106.0,1423061.0,330996.0,True,96.4,18.85,53.78,10.29,116.4,True,16,194689.0,1000.0,70208681.0,808129.0,16.61,82.9,1188634.0,4.88,0.36,23,44.55
V23768,Village_3768,District_9,Madhya Pradesh,18.599011,77.6809,52.82,5.74,3238.0,17.0,24.82,639.0,12.18,40925,7736,23135195.0,5103123.0,2655139.0,False,0.0,6.08,163.09,3.32,70.39,False,15,125796.0,1000.0,71740255.0,1860631.0,16.9,91.57,1621118.0,6.42,0.88,21,84.69
V23769,Village_3769,District_24,Uttar Pradesh,8.973132,79.073725,43.04,5.42,3147.0,8.47,28.32,1075.0,14.33,42333,9808,18858713.0,4895816.0,621902.0,True,97.72,9.17,57.35,2.83,104.06,False,4,165116.0,1000.0,57747338.0,2053042.0,17.5,89.0,1540601.0,7.77,0.61,23,57.77
V23770,Village_3770,District_5,Gujarat,9.715791,80.830315,7.05,4.84,3130.0,5.83,20.85,1759.0,40.54,28684,6009,17593541.0,4055730.0,1213993.0,True,92.85,15.73,74.9,9.85,112.57,False,2,162294.0,1000.0,48124819.0,1504403.0,19.41,83.33,1428681.0,8.03,0.42,20,52.73
V23771,Village_3771,District_20,Madhya Pradesh,26.84928,85.321613,43.75,6.06,3021.0,18.69,28.67,1785.0,12.73,14549,2987,6086356.0,1940878.0,555999.0,True,86.7,10.65,76.63,6.14,128.15,True,10,225211.0,1000.0,64639467.0,1216941.0,19.24,75.06,1597163.0,7.45,0.55,20,62.63
